ID	City	State	Latitude	Longitude	MeanAnnual Temperature	MeanAnnualPrecipitation	NetPrimaryProductivity	Elevation	Residence	NumberBedroooms
1243	Lake Worth	FL	26.6	-80.1	23.64327217	124.9727829	NA	5.014381886	One-family house detached from any other house	4
1244	Silver Spring	MD	39.1	-77.0	12.43012232	89.19495413	1.81817838	92.84095764	"High rise apartment (multiple units, with 5 or more stories)"	2
1245	Vacaville	CA	38.3	-122.0	14.24908257	60.2470948	0.94541187	143.1794128	One-family house detached from any other house	3
1246	LEXINGTON	MA	42.5	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	3
1247	loveland	NC	40.4	-105.2	7.221100917	32.97201835	0.616823138	1912.255859	One-family house detached from any other house	4
1248	Tiburon	CA	37.9	-122.5	13.36735474	74.6293578	1.87041945	176.9082031	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1249	Baltimore	MD	39.4	-76.7	12.43012232	89.19495413	1.041944274	92.84095764	One-family house detached from any other house	5
1250	Waltham	MA	42.4	-71.3	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	4
1251	Provo	UT	40.2	-111.7	8.843425076	35.4175841	0.876892793	1686.370239	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1252	Port Orchard	WA	47.5	-122.6	10.28356269	89.03990826	2.333964267	162.8851624	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1253	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1254	Bellingham	WA	48.7	-122.5	8.965137615	110.0578746	1.958244997	309.0349426	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1255	charleston	SC	32.7	-79.9	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	3
1256	Washington	DC	38.9	-77.0	13.6970948	90.40053517	1.81817838	37.22084808	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1257	odessa	TX	31.9	-102.3	18.02362385	26.18287462	0.469185343	868.7591553	One-family house detached from any other house	3
1258	Riverhead	NY	40.9	-72.7	10.72431193	93.8235474	2.260334642	20.12547874	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1259	GReensboro	NC	36.1	-79.8	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	4
1260	Keizer	OR	45.0	-123.0	10.75336391	91.75344037	1.712939135	144.807785	A mobile home	3
1261	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1262	Fairfield	VA	37.9	-79.3	12.53776758	78.74449541	2.125189278	463.9622192	One-family house detached from any other house	3
1263	San Diego	CA	32.8	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	3
1264	minneapolis	MN	45.0	-93.3	7.233333333	59.23409786	0.919291337	284.1616516	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1265	Moore	OK	35.3	-97.5	16.26712538	68.88975535	0.639725923	344.3697205	One-family house detached from any other house	4
1266	Brighton	MI	42.6	-83.7	8.57469419	63.89495413	1.064468505	279.9338989	One-family house detached from any other house	5
1267	Rogers	AR	36.4	-94.1	14.68279817	94.02966361	1.059547246	379.7380676	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1268	Goodyear	AZ	33.5	-112.4	20.49717125	17.00970948	0.18697002	386.5838928	One-family house detached from any other house	5
1269	Texas City	TX	29.4	-94.9	20.8116208	92.42538226	1.584039977	1.458844185	One-family house detached from any other house	3
1270	Belmont	MA	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1271	New York	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1272	Chicago	IL	41.9	-87.7	9.759174312	71.12874618	NA	193.5566711	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1273	West Fargo	ND	46.9	-96.9	5.016360856	42.55282875	0.661114476	281.2247314	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1274	manor	TX	30.3	-97.5	20.15902141	63.98692661	0.960554208	210.0549927	One-family house detached from any other house	3
1275	Silver Spring	MD	39.1	-77.1	12.51139144	88.78639144	1.81817838	137.5811157	One-family house detached from any other house	4
1276	Alameda	CA	37.8	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1277	Toluca Lake	CA	34.2	-118.4	13.37056575	39.35022936	1.220434586	619.3668823	Duplex or two-family house (designed for two families)	2
1278	Mc Cordsville	IN	39.9	-85.9	11.00175841	85.88845566	1.042322838	261.2016602	One-family house detached from any other house	3
1283	Montpelier	VT	44.3	-72.6	4.082186544	90.16513761	1.726188676	433.0610962	One-family house detached from any other house	3
1285	Boulder	CO	40.0	-105.2	6.594877676	32.73715596	0.677392489	2119.006104	One-family house detached from any other house	6 or more
1286	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1287	Niwot	CO	40.1	-105.2	7.221100917	32.97201835	0.677392489	1912.255859	One-family house detached from any other house	4
1288	ofallon	MO	38.8	-90.7	13.017737	77.81299694	1.138476679	169.9763947	One-family house detached from any other house	3
1289	Boulder	CO	40.0	-105.3	6.594877676	32.73715596	0.677392489	2119.006104	One-family house detached from any other house	3
1290	Upper Marlboro	MD	38.8	-76.8	13.6970948	90.40053517	1.81817838	37.22084808	One-family house detached from any other house	4
1291	CHARLOTTE	TN	36.2	-87.3	14.82522936	106.3435015	1.206806481	194.0680542	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1292	Erie	PA	42.1	-80.0	8.689296636	87.49617737	1.72410661	305.3861084	One-family house detached from any other house	3
1293	Madison	NC	36.4	-79.9	14.56414373	88.55282875	2.215286197	225.6538849	One-family house detached from any other house	2
1294	Hurst	TX	32.8	-97.2	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	3
1295	Lynchburg	VA	37.4	-79.3	13.87331804	84.83990826	2.352892185	229.5341644	One-family house detached from any other house	4
1296	Gainesville	FL	29.6	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
1297	Ann Arbor	MI	42.3	-83.7	9.459633028	65.69365443	1.064468505	253.6655579	One-family house detached from any other house	3
1298	Louisville	KY	38.3	-85.7	13.52308869	93.08256881	1.143208663	181.5480499	Duplex or two-family house (designed for two families)	2
1299	Montville	NJ	40.9	-74.4	11.15	97.4837156	2.2052544	60.80302048	One-family house detached from any other house	4
1300	Greensboro	NC	36.0	-79.9	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	3
1301	Ramer	AL	32.1	-86.3	18.49311927	106.133104	1.517792253	81.17416382	One-family house detached from any other house	4
1302	Syracuse	NY	43.0	-76.2	8.518042813	80.44411315	1.372615081	138.4844513	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1303	Bozeman	MT	45.7	-111.0	6.116437309	36.17744648	0.632911872	1528.734985	One-family house detached from any other house	3
1304	Ashtabula	OH	41.9	-80.8	9.327522936	79.74495413	NA	258.2288818	One-family house detached from any other house	4
1305	Cherry Hill	NJ	39.9	-75.0	12.05818043	94.8633792	1.464604782	22.87888908	One-family house detached from any other house	4
1306	Nashville	TN	36.1	-87.0	14.82522936	106.3435015	1.336273472	194.0680542	One-family house detached from any other house	4
1307	New York	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	2
1308	Oklahoma City	OK	35.3	-97.5	16.21743119	63.63792049	0.639725923	379.6455688	One-family house detached from any other house	5
1309	Oklahoma City	OK	35.3	-97.5	16.21743119	63.63792049	0.639725923	379.6455688	One-family house detached from any other house	5
1310	Spearfish	SD	44.5	-103.9	5.268195719	32.53004587	0.415051485	1653.144409	Duplex or two-family house (designed for two families)	3
1311	Tacoma	WA	47.2	-122.5	11.17285933	85.4941896	2.186705014	144.7330322	One-family house detached from any other house	3
1312	Orlando	FL	28.5	-81.2	21.99166667	115.6674312	2.152256217	14.28972244	One-family house detached from any other house	3
1313	San Antonio	TX	29.5	-98.4	19.91850153	68.80848624	1.382646883	281.5849915	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1314	East Rochester	NY	43.1	-77.5	8.673853211	68.67484709	1.583282861	115.5	One-family house detached from any other house	3
1315	Lynnwood	WA	47.8	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	3
1316	Raleigh 	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1317	Carrboro	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1318	Washington	DC	38.9	-77.0	14.01888379	87.26605505	1.81817838	64.78483582	"High rise apartment (multiple units, with 5 or more stories)"	2
1320	Tulsa	OK	36.1	-96.0	15.8616208	84.8353211	1.194314057	198.4524994	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1321	Drexel Hill	PA	39.9	-75.3	12.40282875	91.6633792	1.236334048	25.62282181	One-family house detached from any other house	3
1322	South Salem	NY	41.3	-73.5	10.60825688	101.411315	1.867390972	127.7934723	One-family house detached from any other house	2
1323	Pleasant Hill	CA	37.9	-122.1	14.09617737	41.10183486	1.317724109	115.6696014	One-family house detached from any other house	3
1324	Garrison	NY	41.4	-73.9	10.60825688	101.411315	1.980012111	127.7934723	One-family house detached from any other house	4
1325	Long Beach	CA	33.8	-118.2	16.55206422	24.44931193	1.220434586	35.27723312	One-family house detached from any other house	1
1326	martinsburg	WV	39.5	-78.0	12.68478593	84.65328746	1.19715324	163.789444	One-family house detached from any other house	3
1327	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	5
1328	Penfield	NY	43.1	-77.5	8.673853211	68.67484709	NA	115.5	One-family house detached from any other house	4
1329	Tucson	AZ	32.3	-111.0	17.99931193	28.01154434	0.306405209	1157.947266	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1330	Lexington	KY	38.0	-84.5	12.66391437	90.56704893	1.278921863	245.2419434	One-family house detached from any other house	2
1331	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1332	Gibsonville	NC	36.1	-79.5	14.56414373	88.55282875	1.297092668	225.6538849	One-family house detached from any other house	3
1333	Burlington	NC	36.1	-79.5	14.44793578	93.73470948	1.297092668	190.2480621	One-family house detached from any other house	4
1334	centreville	VA	38.9	-77.4	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	4
1335	Durham	NC	35.9	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	5
1336	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1337	Bruceton Mills	WV	39.7	-79.6	10.47224771	93.0866208	1.453058752	471.0052795	One-family house detached from any other house	3
1338	Walnut Cove	NC	36.3	-80.1	14.2883792	90.05229358	2.390558752	275.8555603	One-family house detached from any other house	3
1339	Wheeling	WV	40.0	-80.7	10.3293578	88.45183486	1.80114325	329.5513916	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1340	Asheboro	NC	35.7	-79.8	14.81551988	94.3383792	1.67546184	200.5997162	One-family house detached from any other house	3
1341	Elkins	WV	38.9	-79.8	8.621100917	113.0474006	2.365384609	944.7755737	One-family house detached from any other house	3
1342	Brookline	NH	42.8	-71.7	7.73264526	92.51964832	2.235539059	205.5700073	One-family house detached from any other house	3
1343	new york	NY	40.8	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1344	Mt. Pleasant	SC	32.9	-79.8	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	5
1345	Richmond	VA	37.5	-77.5	14.20412844	94.11980122	1.931935193	35.59749985	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1346	Brooklyn	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1347	La Quinta	CA	33.7	-116.3	19.14327217	12.92752294	0.121290128	567.0177612	One-family house detached from any other house	3
1348	Natrona Heights	PA	40.6	-79.7	9.798318043	86.92905199	1.641202297	350.2911072	One-family house detached from any other house	3
1349	Charlottesville	VA	38.0	-78.5	13.49181957	87.03302752	1.514006662	194.8988953	One-family house detached from any other house	3
1350	Getzville	NY	43.0	-78.8	8.608792049	67.8601682	1.065982742	123.3691635	One-family house detached from any other house	4
1351	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
1352	Palo Cedro	CA	40.6	-122.2	15.58409786	81.6911315	1.407063904	448.0766602	One-family house detached from any other house	4
1353	Oak Ridge	TN	36.0	-84.3	13.31544343	112.3767584	2.435796488	463.2702637	One-family house detached from any other house	3
1354	Hamlin	WV	38.3	-82.1	12.86116208	88.87851682	1.867201694	255.804718	One-family house detached from any other house	3
1355	Durham	NC	36.1	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	2
1356	New York	NY	40.7	-74.0	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1357	Lincoln	MA	42.4	-71.3	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	4
1358	Claremont	NC	35.7	-81.1	15.03088685	98.2733945	2.611258339	330.7252808	One-family house detached from any other house	3
1359	Gulf Breeze	FL	30.4	-87.2	20.01873089	118.2353211	2.464377652	12.43274117	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1360	st petersburg beach	FL	27.7	-82.7	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	2
1361	Wilmington	NC	34.3	-77.8	17.57576453	113.565367	2.933790122	6.412473679	One-family house detached from any other house	3
1362	Lancaster	PA	40.0	-76.2	10.72668196	89.72438838	1.39267868	150.8216705	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1363	Hertford	NC	36.2	-76.5	15.625	101.1760703	2.09604028	2.469870329	One-family house detached from any other house	2
1364	memphis	TN	35.2	-90.0	16.71513761	102.8070336	1.023394916	65.44611359	One-family house detached from any other house	4
1365	Corvallis	OR	44.5	-123.3	10.75336391	91.75344037	1.420692009	144.807785	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1366	Harrisonburg	VA	38.4	-78.9	12.62285933	80.3851682	1.46952605	400.1588745	One-family house detached from any other house	2
1367	Largo	FL	27.9	-82.8	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	3
1368	Williamstown	WV	39.4	-81.4	11.33157492	89.34969419	2.002536336	263.4841614	One-family house detached from any other house	3
1369	Matthews	NC	35.1	-80.7	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	4
1370	Crozier	VA	37.7	-77.8	14.06857798	89.16559633	2.032631738	79.20055389	One-family house detached from any other house	2
1371	Lenoir	NC	35.9	-81.5	14.08600917	112.962156	2.611258339	469.4902649	One-family house detached from any other house	3
1372	salisbury	MD	38.3	-75.6	13.48906728	89.87553517	1.35065869	5.246598244	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1373	Springfield	OH	39.9	-83.8	10.77561162	80.11009174	1.100242276	312.742218	One-family house detached from any other house	4
1374	Erie	CO	40.1	-105.0	7.221100917	32.97201835	0.720737433	1912.255859	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1375	Spring Hill	FL	28.5	-82.5	22.22989297	115.0124618	2.482169895	9.300343513	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1376	 Franklinville	NC	35.7	-79.7	14.81551988	94.3383792	1.67546184	200.5997162	One-family house detached from any other house	3
1377	Rochester	MN	44.0	-92.5	6.868501529	59.67721713	1.044594181	312.5010986	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1378	Berkeley	CA	37.9	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1379	Durham	NC	36.1	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	3
1380	Julian	NC	36.0	-79.6	14.81551988	94.3383792	1.297092668	200.5997162	One-family house detached from any other house	4
1381	Eggleston	VA	37.3	-80.6	11.10374618	88.66842508	2.508858275	695.4216919	One-family house detached from any other house	3
1382	Spencer	NY	42.2	-76.5	7.400458716	73.25152905	1.517035135	392.8258362	One-family house detached from any other house	3
1383	Locust	NC	35.3	-80.4	15.59923547	97.38860856	1.541262879	147.7502747	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1384	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1385	Ames	IA	42.0	-93.6	8.909785933	65.98272171	0.791527867	329.9030457	One-family house detached from any other house	2
1386	Grand Island	NY	43.0	-79.0	8.34441896	79.10382263	1.065982742	179.2861176	One-family house detached from any other house	3
1387	JUNCTION CITY	CA	40.8	-123.1	10.04587156	95.62094801	1.460251367	1044.701416	One-family house detached from any other house	1
1388	Cary	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1389	Anderson	SC	34.6	-82.8	15.86697248	109.0136086	1.890672313	275.0289001	Duplex or two-family house (designed for two families)	2
1390	Seattle	WA	47.7	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	"High rise apartment (multiple units, with 5 or more stories)"	1
1391	Canal Fulton	OH	40.9	-81.6	9.798623853	77.09740061	1.414635076	324.381958	One-family house detached from any other house	4
1392	Dallas	TX	32.9	-96.8	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	4
1393	Pawleys Island	SC	33.4	-79.1	18.48470948	105.4142966	NA	4.238420486	One-family house detached from any other house	3
1394	Portland	OR	45.5	-122.6	11.17729358	90.90749235	2.360463346	96.17082977	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1395	Des Moines	IA	41.6	-93.7	9.632492355	67.21873089	0.964907635	290.4547119	Duplex or two-family house (designed for two families)	4
1396	glen dale	WV	39.9	-80.7	10.9206422	94.1648318	1.80114325	329.5841675	One-family house detached from any other house	4
1397	Lynchburg	VA	37.4	-79.2	13.87331804	84.83990826	2.352892185	229.5341644	One-family house detached from any other house	5
1398	winston-salem	NC	36.1	-80.3	14.2883792	90.05229358	2.060455779	275.8555603	One-family house detached from any other house	4
1399	weston	WV	39.0	-80.5	11.09159021	97.83394495	2.192572677	395.1316528	One-family house detached from any other house	2
1400	Dubuque	IA	42.5	-90.7	8.689143731	70.55382263	1.10289219	264.4100037	One-family house detached from any other house	3
1401	Hillsborough	NC	36.1	-79.1	14.44793578	93.73470948	1.698932469	190.2480621	One-family house detached from any other house	3
1402	Berlin	MD	38.4	-75.2	13.3911315	92.97637615	1.35065869	8.082706451	One-family house detached from any other house	4
1403	charlottesville	VA	38.0	-78.7	12.62285933	80.3851682	2.266013008	400.1588745	One-family house detached from any other house	3
1404	Fairfax	VA	38.9	-77.4	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	3
1405	Kalamazoo	MI	42.2	-85.6	9.557568807	76.51819572	1.197721076	251.7613831	One-family house detached from any other house	4
1406	Durham	NC	36.0	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1407	Sioux Falls	SD	43.6	-96.7	7.325382263	45.6411315	0.917209271	472.4302673	One-family house detached from any other house	3
1408	Willow Springs	MO	37.0	-92.0	13.70558104	87.87912844	1.762719565	391.2316589	One-family house detached from any other house	3
1409	Dallas	TX	32.9	-96.7	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	5
1410	Jupiter	FL	26.9	-80.1	23.64327217	124.9727829	NA	5.014381886	One-family house detached from any other house	3
1411	Charlotte	NC	35.0	-80.8	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	3
1412	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1413	Detroit	MI	42.3	-83.1	9.307874618	67.98195719	1.139612358	191.672226	Duplex or two-family house (designed for two families)	3
1414	Davis	CA	38.5	-121.7	15.42813456	41.17079511	0.94541187	15.96166706	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1415	Radford	VA	37.1	-80.6	11.10374618	88.66842508	2.3381284	695.4216919	One-family house detached from any other house	3
1416	Eden	NY	42.6	-78.9	8.183027523	78.44388379	1.065982742	285.7919312	One-family house detached from any other house	3
1417	Fort Pierce	FL	27.4	-80.3	23.22836391	114.6227064	NA	5.639574051	One-family house detached from any other house	3
1418	Ironwood	MI	46.5	-90.1	3.762079511	64.11261468	NA	482.3688965	One-family house detached from any other house	3
1419	Conway	AR	35.0	-92.5	17.16506116	99.53302752	1.167436398	93.43000031	A mobile home	3
1421	ocoee	FL	28.6	-81.5	21.8411315	113.3574924	2.152256217	28.14388847	One-family house detached from any other house	3
1422	Pisgah	IA	41.8	-95.9	9.400764526	60.00015291	0.929890973	372.6394348	One-family house detached from any other house	5
1423	San Diego	CA	33.0	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	3
1424	Fayetteville	AR	36.0	-94.2	14.68279817	94.02966361	1.065036345	379.7380676	One-family house detached from any other house	3
1425	Monrovia	CA	34.2	-118.0	11.98409786	47.55840979	0.274417021	1048.727539	One-family house detached from any other house	3
1426	Clearwater	FL	28.0	-82.8	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	2
1427	Marquette	MI	46.5	-87.3	4.534938838	68.58126911	NA	306.5941772	One-family house detached from any other house	3
1428	Peoria	IL	40.7	-89.6	10.54411315	73.692737	0.902445487	192.5113831	One-family house detached from any other house	2
1429	"San Diego,"	CA	32.7	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	3
1430	DeLand	FL	29.0	-81.3	21.72431193	113.5750765	2.853535741	8.247079849	One-family house detached from any other house	3
1431	Vichy	MO	38.1	-91.8	13.10382263	77.33631498	1.299174744	255.4855499	One-family house detached from any other house	4
1432	Jasper	AL	33.8	-87.3	16.98830275	111.0939602	1.871555126	140.1027832	One-family house detached from any other house	3
1433	Jersey City	NJ	40.7	-74.0	11.15	97.4837156	2.213204125	60.80302048	"High rise apartment (multiple units, with 5 or more stories)"	1
1434	Carlsbad	NM	32.4	-104.3	16.43478593	23.37186544	0.311705027	1026.186401	One-family house detached from any other house	2
1435	Irvine	CA	33.7	-117.8	16.28264526	34.18035168	1.13715173	232.911026	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1436	charleston	SC	32.8	-79.9	18.67018349	102.3242355	2.986409751	3.003220558	Duplex or two-family house (designed for two families)	2
1437	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1438	Urbana	IL	40.1	-88.2	10.87507645	78.84464832	0.842065415	223.2963867	One-family house detached from any other house	4
1439	Wallingford	PA	39.9	-75.4	12.40282875	91.6633792	1.236334048	25.62282181	One-family house detached from any other house	4
1440	San Diego	CA	32.8	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
1441	Basking Ridge	NJ	40.7	-74.5	9.860703364	99.49067278	2.2052544	165.7169495	One-family house detached from any other house	4
1442	Lilburn	GA	33.9	-84.1	16.65221713	102.9034404	2.095661718	274.2244568	One-family house detached from any other house	4
1443	morgantown	WV	39.5	-79.9	10.47224771	93.0866208	2.201279529	471.0052795	One-family house detached from any other house	2
1444	DURHAM	NC	35.9	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1445	Christiansburg	VA	37.1	-80.4	11.23807339	91.43340979	2.3381284	635.8566895	One-family house detached from any other house	3
1446	Waxhaw	NC	34.9	-80.7	16.1867737	98.36972477	1.739248934	162.0244446	One-family house detached from any other house	4
1447	San Francisco	CA	37.7	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	Duplex or two-family house (designed for two families)	2
1448	humboldt 	SD	43.7	-97.0	7.716819572	46.13310398	0.903770446	486.9064026	One-family house detached from any other house	3
1449	Louisville	KY	38.2	-85.6	13.52308869	93.08256881	1.920199875	181.5480499	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1450	Portland	OR	45.5	-122.7	10.72392966	91.80917431	1.927392495	120.6025009	"High rise apartment (multiple units, with 5 or more stories)"	2
1451	Murray	UT	40.7	-111.9	6.855657492	47.03340979	0.75726832	1931.035034	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1452	St Petersburg	FL	27.9	-82.6	22.52897554	113.0506116	1.448705334	4.501904964	One-family house detached from any other house	4
1453	Marble Falls	AR	36.1	-93.1	14.90015291	92.30076453	1.570790435	411.3288879	One-family house detached from any other house	3
1454	Chapel Hill	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
1455	Greencastle	IN	39.6	-86.9	11.54671254	82.81223242	1.112734709	256.3233337	One-family house detached from any other house	2
1456	Pullman	WA	46.7	-117.2	9.845183486	40.09877676	0.671335552	734.6774902	One-family house detached from any other house	4
1457	Durham	NC	36.0	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1458	Chapel Hill	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	4
1459	Elm Grove	WI	43.0	-88.1	7.394495413	64.4940367	NA	287.4455566	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1460	Hockessin	DE	39.8	-75.7	11.8103211	92.14327217	1.691739853	81.75190735	One-family house detached from any other house	4
1461	Charlottesville	VA	38.1	-78.5	13.49181957	87.03302752	1.514006662	194.8988953	One-family house detached from any other house	3
1462	Grand Forks	ND	47.9	-97.1	4.127217125	39.87538226	0.713923382	284.3241577	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1463	Portales	NM	34.2	-103.3	14.43524465	32.48103976	0.419404907	1260.097778	One-family house detached from any other house	3
1464	Hobbs	NM	32.7	-103.1	16.44350153	27.79571865	0.414483648	1132.539673	One-family house detached from any other house	4
1465	Greensboro	NC	36.1	-80.0	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	4
1466	Scottsville	VA	37.8	-78.5	14.27522936	84.47683486	1.514006662	113.5241699	One-family house detached from any other house	2
1467	Chugiak	AK	61.3	-148.9	-2.401911315	45.84212538	0.59865233	939.8380737	One-family house detached from any other house	1
1468	Chapel Hill	NC	35.9	-79.0	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1469	Charles Town	WV	39.3	-77.8	12.68478593	84.65328746	1.19715324	163.789444	One-family house detached from any other house	3
1470	Greensboro	NC	36.0	-79.9	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	4
1471	Gainesville	FL	29.7	-82.3	20.72599388	115.0859327	2.532139617	36.76833344	One-family house detached from any other house	3
1472	Raleigh	NC	35.9	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1473	deep gap	NC	36.2	-81.5	11.02828746	96.86842508	2.199765292	948.1744385	One-family house detached from any other house	2
1474	Durham	NC	36.0	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1475	Chapel Hill	NC	35.9	-79.0	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	5
1476	Saugerties	NY	42.0	-74.0	9.113914373	88.5016055	1.677543917	138.1877747	One-family house detached from any other house	3
